season,round,race_name,circuit,date,driver_id,driver_number,driver_name,constructor,grid,position,position_text,status,laps,time,fastest_lap_rank,fastest_lap_time
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,alonso,8,Fernando Alonso,Ferrari,3,1,1,Finished,49,1:39:20.396,1,1:58.287
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,massa,7,Felipe Massa,Ferrari,2,2,2,Finished,49,+16.099,5,1:59.732
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,hamilton,2,Lewis Hamilton,McLaren,4,3,3,Finished,49,+23.182,4,1:59.560
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,vettel,5,Sebastian Vettel,Red Bull,1,4,4,Finished,49,+38.799,12,2:00.218
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,rosberg,4,Nico Rosberg,Mercedes,5,5,5,Finished,49,+40.213,13,2:00.236
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,michael_schumacher,3,Michael Schumacher,Mercedes,7,6,6,Finished,49,+44.163,11,2:00.204
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,button,1,Jenson Button,McLaren,8,7,7,Finished,49,+45.280,9,1:59.970
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,webber,6,Mark Webber,Red Bull,6,8,8,Finished,49,+46.360,3,1:59.487
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,liuzzi,15,Vitantonio Liuzzi,Force India,12,9,9,Finished,49,+53.008,7,1:59.906
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,barrichello,9,Rubens Barrichello,Williams,11,10,10,Finished,49,+1:02.489,6,1:59.833
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,kubica,11,Robert Kubica,Renault,9,11,11,Finished,49,+1:09.093,14,2:00.474
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,sutil,14,Adrian Sutil,Force India,10,12,12,Finished,49,+1:22.958,2,1:59.393
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,alguersuari,17,Jaime Alguersuari,Toro Rosso,18,13,13,Finished,49,+1:32.656,8,1:59.964
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,hulkenberg,10,Nico Hülkenberg,Williams,13,14,14,+1 Lap,48,,15,2:01.401
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,kovalainen,19,Heikki Kovalainen,Lotus,21,15,15,+2 Laps,47,,17,2:02.701
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,buemi,16,Sébastien Buemi,Toro Rosso,15,16,16,Electrical,46,,10,2:00.080
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,trulli,18,Jarno Trulli,Lotus,20,17,17,Hydraulics,46,,18,2:02.930
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,rosa,22,Pedro de la Rosa,Sauber,14,18,R,Hydraulics,28,,16,2:01.650
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,bruno_senna,21,Bruno Senna,HRT,23,19,R,Overheating,17,,22,2:09.127
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,glock,24,Timo Glock,Virgin,19,20,R,Gearbox,16,,21,2:07.062
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,petrov,12,Vitaly Petrov,Renault,17,21,R,Suspension,13,,19,2:04.307
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,kobayashi,23,Kamui Kobayashi,Sauber,16,22,R,Hydraulics,11,,20,2:05.044
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,grassi,25,Lucas di Grassi,Virgin,22,23,R,Hydraulics,2,,23,2:09.361
2010,1,Bahrain Grand Prix,Bahrain International Circuit,2010-03-14,chandhok,20,Karun Chandhok,HRT,24,24,R,Accident,1,,,
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,button,1,Jenson Button,McLaren,4,1,1,Finished,58,1:33:36.531,6,1:29.291
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,kubica,11,Robert Kubica,Renault,9,2,2,Finished,58,+12.034,8,1:29.570
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,massa,7,Felipe Massa,Ferrari,5,3,3,Finished,58,+14.488,7,1:29.537
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,alonso,8,Fernando Alonso,Ferrari,3,4,4,Finished,58,+16.304,10,1:29.707
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,rosberg,4,Nico Rosberg,Mercedes,6,5,5,Finished,58,+16.683,2,1:28.489
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,hamilton,2,Lewis Hamilton,McLaren,11,6,6,Finished,58,+29.898,3,1:28.506
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,liuzzi,15,Vitantonio Liuzzi,Force India,13,7,7,Finished,58,+59.847,9,1:29.685
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,barrichello,9,Rubens Barrichello,Williams,8,8,8,Finished,58,+1:00.536,5,1:29.210
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,webber,6,Mark Webber,Red Bull,2,9,9,Finished,58,+1:07.319,1,1:28.358
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,michael_schumacher,3,Michael Schumacher,Mercedes,7,10,10,Finished,58,+1:09.391,4,1:29.185
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,alguersuari,17,Jaime Alguersuari,Toro Rosso,17,11,11,Finished,58,+1:11.301,11,1:29.713
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,rosa,22,Pedro de la Rosa,Sauber,14,12,12,Finished,58,+1:14.084,12,1:30.587
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,kovalainen,19,Heikki Kovalainen,Lotus,19,13,13,+2 Laps,56,,14,1:33.638
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,chandhok,20,Karun Chandhok,HRT,22,14,14,+5 Laps,53,,16,1:35.045
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,glock,24,Timo Glock,Virgin,23,15,R,Suspension,41,,15,1:34.230
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,grassi,25,Lucas di Grassi,Virgin,24,16,R,Hydraulics,26,,17,1:36.607
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,vettel,5,Sebastian Vettel,Red Bull,1,17,R,Wheel,25,,13,1:31.556
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,sutil,14,Adrian Sutil,Force India,10,18,R,Engine,9,,19,1:43.223
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,petrov,12,Vitaly Petrov,Renault,18,19,R,Spun off,9,,18,1:43.132
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,bruno_senna,21,Bruno Senna,HRT,21,20,R,Hydraulics,4,,20,2:27.276
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,buemi,16,Sébastien Buemi,Toro Rosso,12,21,R,Collision,0,,,
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,hulkenberg,10,Nico Hülkenberg,Williams,15,22,R,Collision,0,,,
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,kobayashi,23,Kamui Kobayashi,Sauber,16,23,R,Collision,0,,,
2010,2,Australian Grand Prix,Albert Park Grand Prix Circuit,2010-03-28,trulli,18,Jarno Trulli,Lotus,20,24,W,Hydraulics,0,,,
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,vettel,5,Sebastian Vettel,Red Bull,3,1,1,Finished,56,1:33:48.412,6,1:37.813
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,webber,6,Mark Webber,Red Bull,1,2,2,Finished,56,+4.849,1,1:37.054
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,rosberg,4,Nico Rosberg,Mercedes,2,3,3,Finished,56,+13.504,8,1:38.129
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,kubica,11,Robert Kubica,Renault,6,4,4,Finished,56,+18.589,7,1:38.074
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,sutil,14,Adrian Sutil,Force India,4,5,5,Finished,56,+21.059,9,1:38.160
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,hamilton,2,Lewis Hamilton,McLaren,20,6,6,Finished,56,+23.471,4,1:37.745
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,massa,7,Felipe Massa,Ferrari,21,7,7,Finished,56,+27.068,5,1:37.784
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,button,1,Jenson Button,McLaren,17,8,8,Finished,56,+37.918,10,1:38.501
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,alguersuari,17,Jaime Alguersuari,Toro Rosso,14,9,9,Finished,56,+1:10.602,13,1:39.489
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,hulkenberg,10,Nico Hülkenberg,Williams,5,10,10,Finished,56,+1:13.399,11,1:39.124
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,buemi,16,Sébastien Buemi,Toro Rosso,13,11,11,Finished,56,+1:18.938,3,1:37.610
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,barrichello,9,Rubens Barrichello,Williams,7,12,12,+1 Lap,55,,12,1:39.428
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,alonso,8,Fernando Alonso,Ferrari,19,13,13,Engine,54,,2,1:37.231
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,grassi,25,Lucas di Grassi,Virgin,24,14,14,+3 Laps,53,,18,1:43.224
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,chandhok,20,Karun Chandhok,HRT,22,15,15,+3 Laps,53,,21,1:44.790
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,bruno_senna,21,Bruno Senna,HRT,23,16,16,+4 Laps,52,,22,1:45.334
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,trulli,18,Jarno Trulli,Lotus,18,17,17,+5 Laps,51,,20,1:43.753
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,kovalainen,19,Heikki Kovalainen,Lotus,15,18,N,+10 Laps,46,,17,1:42.701
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,petrov,12,Vitaly Petrov,Renault,11,19,R,Gearbox,32,,14,1:40.693
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,liuzzi,15,Vitantonio Liuzzi,Force India,10,20,R,Throttle,12,,16,1:42.594
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,michael_schumacher,3,Michael Schumacher,Mercedes,8,21,R,Wheel,9,,15,1:42.084
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,kobayashi,23,Kamui Kobayashi,Sauber,9,22,R,Engine,8,,19,1:43.340
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,glock,24,Timo Glock,Virgin,16,23,R,Spun off,2,,23,1:46.388
2010,3,Malaysian Grand Prix,Sepang International Circuit,2010-04-04,rosa,22,Pedro de la Rosa,Sauber,12,24,W,Engine,0,,,
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,button,1,Jenson Button,McLaren,5,1,1,Finished,56,1:46:42.163,4,1:42.886
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,hamilton,2,Lewis Hamilton,McLaren,6,2,2,Finished,56,+1.530,1,1:42.061
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,rosberg,4,Nico Rosberg,Mercedes,4,3,3,Finished,56,+9.484,5,1:43.245
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,alonso,8,Fernando Alonso,Ferrari,3,4,4,Finished,56,+11.869,9,1:44.134
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,kubica,11,Robert Kubica,Renault,8,5,5,Finished,56,+22.213,6,1:43.630
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,vettel,5,Sebastian Vettel,Red Bull,1,6,6,Finished,56,+33.310,2,1:42.358
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,petrov,12,Vitaly Petrov,Renault,14,7,7,Finished,56,+47.600,8,1:43.801
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,webber,6,Mark Webber,Red Bull,2,8,8,Finished,56,+52.172,3,1:42.609
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,massa,7,Felipe Massa,Ferrari,7,9,9,Finished,56,+57.796,13,1:44.594
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,michael_schumacher,3,Michael Schumacher,Mercedes,9,10,10,Finished,56,+1:01.749,10,1:44.298
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,sutil,14,Adrian Sutil,Force India,10,11,11,Finished,56,+1:02.874,11,1:44.364
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,barrichello,9,Rubens Barrichello,Williams,11,12,12,Finished,56,+1:03.665,14,1:45.559
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,alguersuari,17,Jaime Alguersuari,Toro Rosso,12,13,13,Finished,56,+1:11.416,7,1:43.755
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,kovalainen,19,Heikki Kovalainen,Lotus,21,14,14,+1 Lap,55,,15,1:47.141
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,hulkenberg,10,Nico Hülkenberg,Williams,16,15,15,+1 Lap,55,,12,1:44.549
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,bruno_senna,21,Bruno Senna,HRT,23,16,16,+2 Laps,54,,17,1:48.216
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,chandhok,20,Karun Chandhok,HRT,24,17,17,+4 Laps,52,,18,1:48.788
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,trulli,18,Jarno Trulli,Lotus,20,18,R,Hydraulics,26,,19,1:49.675
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,grassi,25,Lucas di Grassi,Virgin,22,19,R,Clutch,8,,20,1:53.185
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,rosa,22,Pedro de la Rosa,Sauber,17,20,R,Technical,7,,16,1:47.739
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,buemi,16,Sébastien Buemi,Toro Rosso,13,21,R,Accident,0,,,
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,kobayashi,23,Kamui Kobayashi,Sauber,15,22,R,Accident,0,,,
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,liuzzi,15,Vitantonio Liuzzi,Force India,18,23,R,Accident,0,,,
2010,4,Chinese Grand Prix,Shanghai International Circuit,2010-04-18,glock,24,Timo Glock,Virgin,19,24,W,Engine,0,,,
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,webber,6,Mark Webber,Red Bull,1,1,1,Finished,66,1:35:44.101,2,1:24.828
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,alonso,8,Fernando Alonso,Ferrari,4,2,2,Finished,66,+24.065,3,1:24.846
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,vettel,5,Sebastian Vettel,Red Bull,2,3,3,Finished,66,+51.338,5,1:25.176
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,michael_schumacher,3,Michael Schumacher,Mercedes,6,4,4,Finished,66,+1:02.195,10,1:25.529
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,button,1,Jenson Button,McLaren,5,5,5,Finished,66,+1:03.728,4,1:25.166
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,massa,7,Felipe Massa,Ferrari,9,6,6,Finished,66,+1:05.767,9,1:25.497
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,sutil,14,Adrian Sutil,Force India,11,7,7,Finished,66,+1:12.941,13,1:25.845
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,kubica,11,Robert Kubica,Renault,7,8,8,Finished,66,+1:13.677,7,1:25.466
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,barrichello,9,Rubens Barrichello,Williams,17,9,9,+1 Lap,65,,12,1:25.728
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,alguersuari,17,Jaime Alguersuari,Toro Rosso,15,10,10,+1 Lap,65,,11,1:25.655
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,petrov,12,Vitaly Petrov,Renault,19,11,11,+1 Lap,65,,8,1:25.470
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,kobayashi,23,Kamui Kobayashi,Sauber,10,12,12,+1 Lap,65,,15,1:26.083
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,rosberg,4,Nico Rosberg,Mercedes,8,13,13,+1 Lap,65,,6,1:25.455
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,hamilton,2,Lewis Hamilton,McLaren,3,14,14,Puncture,64,,1,1:24.357
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,liuzzi,15,Vitantonio Liuzzi,Force India,16,15,15,Engine,64,,14,1:25.924
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,hulkenberg,10,Nico Hülkenberg,Williams,13,16,16,+2 Laps,64,,17,1:26.863
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,trulli,18,Jarno Trulli,Lotus,18,17,17,+3 Laps,63,,18,1:29.564
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,glock,24,Timo Glock,Virgin,22,18,18,+3 Laps,63,,19,1:29.776
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,grassi,25,Lucas di Grassi,Virgin,23,19,19,+4 Laps,62,,20,1:29.904
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,buemi,16,Sébastien Buemi,Toro Rosso,14,20,R,Hydraulics,42,,16,1:26.724
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,chandhok,20,Karun Chandhok,HRT,24,21,R,Suspension,27,,22,1:32.041
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,rosa,22,Pedro de la Rosa,Sauber,12,22,R,Collision,18,,21,1:30.411
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,bruno_senna,21,Bruno Senna,HRT,21,23,R,Accident,0,,,
2010,5,Spanish Grand Prix,Circuit de Barcelona-Catalunya,2010-05-09,kovalainen,19,Heikki Kovalainen,Lotus,20,24,W,Gearbox,0,,,
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,webber,6,Mark Webber,Red Bull,1,1,1,Finished,78,1:50:13.355,2,1:15.318
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,vettel,5,Sebastian Vettel,Red Bull,3,2,2,Finished,78,+0.448,1,1:15.192
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,kubica,11,Robert Kubica,Renault,2,3,3,Finished,78,+1.675,3,1:15.353
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,massa,7,Felipe Massa,Ferrari,4,4,4,Finished,78,+2.666,4,1:15.503
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,hamilton,2,Lewis Hamilton,McLaren,5,5,5,Finished,78,+4.363,10,1:16.219
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,alonso,8,Fernando Alonso,Ferrari,24,6,6,Finished,78,+6.341,6,1:15.905
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,rosberg,4,Nico Rosberg,Mercedes,6,7,7,Finished,78,+6.651,7,1:15.959
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,sutil,14,Adrian Sutil,Force India,12,8,8,Finished,78,+6.970,8,1:15.963
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,liuzzi,15,Vitantonio Liuzzi,Force India,10,9,9,Finished,78,+7.305,9,1:16.142
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,buemi,16,Sébastien Buemi,Toro Rosso,13,10,10,Finished,78,+8.199,13,1:16.493
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,alguersuari,17,Jaime Alguersuari,Toro Rosso,17,11,11,Finished,78,+9.135,11,1:16.381
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,michael_schumacher,3,Michael Schumacher,Mercedes,7,12,12,Finished,78,+5.712,5,1:15.580
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,petrov,12,Vitaly Petrov,Renault,14,13,13,Brakes,73,,12,1:16.405
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,chandhok,20,Karun Chandhok,HRT,23,14,14,Collision,70,,19,1:19.553
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,trulli,18,Jarno Trulli,Lotus,19,15,15,Collision,70,,18,1:19.340
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,kovalainen,19,Heikki Kovalainen,Lotus,18,16,R,Steering,58,,14,1:18.401
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,bruno_senna,21,Bruno Senna,HRT,22,17,R,Hydraulics,58,,20,1:20.130
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,barrichello,9,Rubens Barrichello,Williams,9,18,R,Suspension,30,,16,1:19.074
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,kobayashi,23,Kamui Kobayashi,Sauber,16,19,R,Gearbox,26,,15,1:18.775
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,grassi,25,Lucas di Grassi,Virgin,21,20,R,Wheel,25,,22,1:22.255
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,glock,24,Timo Glock,Virgin,20,21,R,Track rod,22,,21,1:20.775
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,rosa,22,Pedro de la Rosa,Sauber,15,22,R,Hydraulics,21,,17,1:19.270
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,button,1,Jenson Button,McLaren,8,23,R,Engine,2,,23,2:14.285
2010,6,Monaco Grand Prix,Circuit de Monaco,2010-05-16,hulkenberg,10,Nico Hülkenberg,Williams,11,24,R,Front wing,0,,,
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,hamilton,2,Lewis Hamilton,McLaren,2,1,1,Finished,58,1:28:47.620,12,1:30.075
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,button,1,Jenson Button,McLaren,4,2,2,Finished,58,+2.645,7,1:29.895
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,webber,6,Mark Webber,Red Bull,1,3,3,Finished,58,+24.285,2,1:29.195
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,michael_schumacher,3,Michael Schumacher,Mercedes,5,4,4,Finished,58,+31.110,6,1:29.810
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,rosberg,4,Nico Rosberg,Mercedes,6,5,5,Finished,58,+32.266,9,1:29.977
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,kubica,11,Robert Kubica,Renault,7,6,6,Finished,58,+32.824,4,1:29.580
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,massa,7,Felipe Massa,Ferrari,8,7,7,Finished,58,+36.635,10,1:29.996
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,alonso,8,Fernando Alonso,Ferrari,12,8,8,Finished,58,+46.544,11,1:30.011
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,sutil,14,Adrian Sutil,Force India,11,9,9,Finished,58,+49.029,8,1:29.959
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,kobayashi,23,Kamui Kobayashi,Sauber,10,10,10,Finished,58,+1:05.650,16,1:30.891
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,rosa,22,Pedro de la Rosa,Sauber,13,11,11,Finished,58,+1:05.944,14,1:30.421
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,alguersuari,17,Jaime Alguersuari,Toro Rosso,16,12,12,Finished,58,+1:07.800,3,1:29.535
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,liuzzi,15,Vitantonio Liuzzi,Force India,18,13,13,+1 Lap,57,,18,1:31.421
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,barrichello,9,Rubens Barrichello,Williams,15,14,14,+1 Lap,57,,17,1:30.933
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,petrov,12,Vitaly Petrov,Renault,9,15,15,+1 Lap,57,,1,1:29.165
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,buemi,16,Sébastien Buemi,Toro Rosso,14,16,16,+1 Lap,57,,5,1:29.588
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,hulkenberg,10,Nico Hülkenberg,Williams,17,17,17,+1 Lap,57,,15,1:30.620
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,glock,24,Timo Glock,Virgin,21,18,18,+3 Laps,55,,19,1:32.265
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,grassi,25,Lucas di Grassi,Virgin,23,19,19,+3 Laps,55,,20,1:33.257
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,chandhok,20,Karun Chandhok,HRT,24,20,20,Fuel pump,52,,24,1:34.585
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,bruno_senna,21,Bruno Senna,HRT,22,21,R,Fuel pressure,46,,21,1:34.247
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,vettel,5,Sebastian Vettel,Red Bull,3,22,R,Collision,39,,13,1:30.181
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,kovalainen,19,Heikki Kovalainen,Lotus,20,23,R,Hydraulics,33,,22,1:34.363
2010,7,Turkish Grand Prix,Istanbul Park,2010-05-30,trulli,18,Jarno Trulli,Lotus,19,24,R,Hydraulics,32,,23,1:34.463
2010,8,Canadian Grand Prix,Circuit Gilles Villeneuve,2010-06-13,hamilton,2,Lewis Hamilton,McLaren,1,1,1,Finished,70,1:33:53.456,2,1:17.806
2010,8,Canadian Grand Prix,Circuit Gilles Villeneuve,2010-06-13,button,1,Jenson Button,McLaren,4,2,2,Finished,70,+2.254,4,1:18.144
2010,8,Canadian Grand Prix,Circuit Gilles Villeneuve,2010-06-13,alonso,8,Fernando Alonso,Ferrari,3,3,3,Finished,70,+9.214,6,1:18.207
2010,8,Canadian Grand Prix,Circuit Gilles Villeneuve,2010-06-13,vettel,5,Sebastian Vettel,Red Bull,2,4,4,Finished,70,+37.817,8,1:18.417
2010,8,Canadian Grand Prix,Circuit Gilles Villeneuve,2010-06-13,webber,6,Mark Webber,Red Bull,7,5,5,Finished,70,+39.291,5,1:18.148
